OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20120609022000:FM:1.5:,Field Msr/Obs,Water,,2012-06-09,02:20:00,EST,,,,1.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Dissolved oxygen (DO),,9,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20120714053500:FM:0.25:,Field Msr/Obs,Water,,2012-07-14,05:35:00,EST,,,,0.25,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Dissolved oxygen saturation,,70,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20120512021500:FM:2:,Field Msr/Obs,Water,,2012-05-12,02:15:00,EST,,,,2,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Conductivity,,472,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20120811040500:FM:,Field Msr/Obs,Water,,2012-08-11,04:05:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Dissolved oxygen (DO),,7,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20120910022500:FM:1.3:,Field Msr/Obs,Water,,2012-09-10,02:25:00,EST,,,,1.3,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Dissolved oxygen (DO),,7,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20121013043000:FM:,Field Msr/Obs,Water,,2012-10-13,04:30:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Orthophosphate,Unfiltered,0.02934,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20120811034500:FM:1.41666666666667:,Field Msr/Obs,Water,,2012-08-11,03:45:00,EST,,,,1.41666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Dissolved oxygen (DO),,5,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20120714054000:FM:,Field Msr/Obs,Water,,2012-07-14,05:40:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Dissolved oxygen saturation,,45,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20120714021500:FM:1.08333333333333:,Field Msr/Obs,Water,,2012-07-14,02:15:00,EST,,,,1.08333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Turbidity,,1.07,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20120714021500:FM:1.08333333333333:,Field Msr/Obs,Water,,2012-07-14,02:15:00,EST,,,,1.08333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Orthophosphate,Unfiltered,0.02934,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20120609050000:FM:,Field Msr/Obs,Water,,2012-06-09,05:00:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Dissolved oxygen saturation,,80,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20120714052500:FM:,Field Msr/Obs,Water,,2012-07-14,05:25:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Conductivity,,518,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20121110032000:FM:,Field Msr/Obs,Water,,2012-11-10,03:20:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,"Temperature, water",,4,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20120714053500:FM:0.25:,Field Msr/Obs,Water,,2012-07-14,05:35:00,EST,,,,0.25,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Nitrate,Unfiltered,0.2,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20121013043000:FM:,Field Msr/Obs,Water,,2012-10-13,04:30:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,"Temperature, water",,10,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-3973,Sample-Routine,Water,Surface Water,2012-04-25,08:37:00,EDT,,,,,,,,,,,2012-05,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Water Bottle,,Turbidity,None,2.2,NTU,,Final,,Actual,,,,,,,,,,,,,2130-B,APHA,2130 B ~ Nephelometric Method,https://www.nemi.gov/methods/method_summary/9645/,"MassDEP, Wall Experiment Station",2012-04-26,,Reporting limit,0.10,NTU,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20120714052500:FM:,Field Msr/Obs,Water,,2012-07-14,05:25:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Nitrate,Unfiltered,0.1,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20120714021500:FM:1.08333333333333:,Field Msr/Obs,Water,,2012-07-14,02:15:00,EST,,,,1.08333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Dissolved oxygen (DO),,7,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-4045,Sample-Routine,Water,Surface Water,2012-06-27,08:18:00,EDT,,,,,,,,,,,2012-05,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-07,MASSDEP,Bridge Upstream,Water Sampler (Other),,Turbidity,None,1.5,NTU,,Final,,Actual,,,,,,b: Blank contamination in lab reagant blanks and/or field blank samples (indicating possible bias),,,,,,,2130-B,APHA,2130 B ~ Nephelometric Method,https://www.nemi.gov/methods/method_summary/9645/,"MassDEP, Wall Experiment Station",2012-06-29,,Reporting limit,0.10,NTU,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20120910071000:FM:,Field Msr/Obs,Water,,2012-09-10,07:10:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Nitrate,Unfiltered,0.2,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20120811052000:FM:,Field Msr/Obs,Water,,2012-08-11,05:20:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Dissolved oxygen saturation,,95,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20120609043500:FM:,Field Msr/Obs,Water,,2012-06-09,04:35:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Dissolved oxygen (DO),,9,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20120414050000:FM:0.833333333333333:,Field Msr/Obs,Water,,2012-04-14,05:00:00,EST,,,,0.833333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Dissolved oxygen saturation,,104,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20120910022500:FM:1.3:,Field Msr/Obs,Water,,2012-09-10,02:25:00,EST,,,,1.3,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Nitrate,Unfiltered,0.3,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20121013050000:FM:0.583333333333333:,Field Msr/Obs,Water,,2012-10-13,05:00:00,EST,,,,0.583333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Orthophosphate,Unfiltered,0.04564,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-4189,Sample-Routine,Water,Surface Water,2012-11-06,08:52:00,EST,,,,,,,,,,,2012-05,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-07,MASSDEP,Bridge Upstream,Water Sampler (Other),,"Total Phosphorus, mixed forms",Unfiltered,0.010,mg/L,,Final,,Actual,,,,,,,,,,,,,I-4650-03,USDOI/USGS,"Nitrogen and Phosphorus, Total, Whole-water, Alkaline Persulfate Digest",https://www.nemi.gov/methods/method_summary/8883/,"MassDEP, Wall Experiment Station",2012-11-20,,Reporting limit,0.005,mg/L,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20121110024500:FM:1.5:,Field Msr/Obs,Water,,2012-11-10,02:45:00,EST,,,,1.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Conductivity,,0.134,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20121110024500:FM:1.5:,Field Msr/Obs,Water,,2012-11-10,02:45:00,EST,,,,1.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Turbidity,,0.67,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20120512054000:FM:,Field Msr/Obs,Water,,2012-05-12,05:40:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Nitrate,Unfiltered,0.2,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20121110060500:FM:,Field Msr/Obs,Water,,2012-11-10,06:05:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Nitrate,Unfiltered,0.2,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20121110032000:FM:,Field Msr/Obs,Water,,2012-11-10,03:20:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Nitrate,Unfiltered,0.2,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20120512054000:FM:,Field Msr/Obs,Water,,2012-05-12,05:40:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Conductivity,,462,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-4118,Field Msr/Obs,Water,Surface Water,2012-08-29,08:33:00,EDT,,,,,,,,,,,2012-05,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-07,MASSDEP,Bridge Upstream,Probe/Sensor,,Dissolved oxygen (DO),None,7.1,mg/L,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2012-08-29,,Instrument Detection Level,0.2,mg/L,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20121013043000:FM:,Field Msr/Obs,Water,,2012-10-13,04:30:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Dissolved oxygen saturation,,70,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20120811052000:FM:,Field Msr/Obs,Water,,2012-08-11,05:20:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Conductivity,,476,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-3901,Sample-Routine,Water,Surface Water,2012-02-28,08:35:00,EST,,,,,,,,,,,2012-05,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-07,MASSDEP,Bridge Upstream,Water Sampler (Other),,"Total Phosphorus, mixed forms",Unfiltered,0.011,mg/L,,Final,,Actual,,,,,,,,,,,,,I-4650-03,USDOI/USGS,"Nitrogen and Phosphorus, Total, Whole-water, Alkaline Persulfate Digest",https://www.nemi.gov/methods/method_summary/8883/,"MassDEP, Wall Experiment Station",2012-03-12,,Reporting limit,0.005,mg/L,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20120811040500:FM:,Field Msr/Obs,Water,,2012-08-11,04:05:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,"Temperature, water",,24,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20120609020000:FM:2.1:,Field Msr/Obs,Water,,2012-06-09,02:00:00,EST,,,,2.1,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Orthophosphate,Unfiltered,0.02282,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20121013043000:FM:,Field Msr/Obs,Water,,2012-10-13,04:30:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Turbidity,,0.28,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20120414052000:FM:,Field Msr/Obs,Water,,2012-04-14,05:20:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Orthophosphate,Unfiltered,0.0489,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20121110041300:FM:0.916666666666667:,Field Msr/Obs,Water,,2012-11-10,04:13:00,EST,,,,0.916666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Conductivity,,0.062,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20120910052000:FM:,Field Msr/Obs,Water,,2012-09-10,05:20:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Conductivity,,466,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20120414050000:FM:0.833333333333333:,Field Msr/Obs,Water,,2012-04-14,05:00:00,EST,,,,0.833333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Dissolved oxygen (DO),,11,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20120910071000:FM:,Field Msr/Obs,Water,,2012-09-10,07:10:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Dissolved oxygen (DO),,6,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20120910030000:FM:0.666666666666667:,Field Msr/Obs,Water,,2012-09-10,03:00:00,EST,,,,0.666666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Conductivity,,489,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20120811034500:FM:1.41666666666667:,Field Msr/Obs,Water,,2012-08-11,03:45:00,EST,,,,1.41666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Nitrate,Unfiltered,0.3,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20120414052000:FM:,Field Msr/Obs,Water,,2012-04-14,05:20:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Conductivity,,558,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20120910030000:FM:0.666666666666667:,Field Msr/Obs,Water,,2012-09-10,03:00:00,EST,,,,0.666666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,"Temperature, water",,23,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20120512021500:FM:2:,Field Msr/Obs,Water,,2012-05-12,02:15:00,EST,,,,2,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Turbidity,,0.98,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20121110024500:FM:1.5:,Field Msr/Obs,Water,,2012-11-10,02:45:00,EST,,,,1.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Dissolved oxygen saturation,,100,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20121013050000:FM:0.583333333333333:,Field Msr/Obs,Water,,2012-10-13,05:00:00,EST,,,,0.583333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Turbidity,,0.35,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-3974,Field Msr/Obs,Water,Surface Water,2012-04-25,08:45:00,EDT,,,,,,,,,,,2012-05,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Probe/Sensor,,Dissolved oxygen (DO),None,10.5,mg/L,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2012-04-25,,Instrument Detection Level,0.2,mg/L,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20121013043000:FM:,Field Msr/Obs,Water,,2012-10-13,04:30:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Nitrate,Unfiltered,0.3,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20120609022000:FM:1.5:,Field Msr/Obs,Water,,2012-06-09,02:20:00,EST,,,,1.5,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Conductivity,,503,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20121013043500:FM:1.4:,Field Msr/Obs,Water,,2012-10-13,04:35:00,EST,,,,1.4,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Conductivity,,442,uS,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20120714021500:FM:1.08333333333333:,Field Msr/Obs,Water,,2012-07-14,02:15:00,EST,,,,1.08333333333333,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,"Temperature, water",,23,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-005:20120910030000:FM:0.666666666666667:,Field Msr/Obs,Water,,2012-09-10,03:00:00,EST,,,,0.666666666666667,ft,,,,,,BRC,Quinsigamond River,BRC-A-07-07-005,,,,,,,,,,Turbidity,,0.63,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20120414043000:FM:,Field Msr/Obs,Water,,2012-04-14,04:30:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Dissolved oxygen saturation,,75,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20120714054000:FM:,Field Msr/Obs,Water,,2012-07-14,05:40:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Dissolved oxygen (DO),,4,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-4190,Field Msr/Obs,Water,Surface Water,2012-11-06,09:01:00,EST,,,,,,,,,,,2012-05,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-07,MASSDEP,Bridge Upstream,Probe/Sensor,,"Temperature, water",None,6.9,deg C,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2012-11-06,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-020:20120609050000:FM:,Field Msr/Obs,Water,,2012-06-09,05:00:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-020,,,,,,,,,,Nitrate,Unfiltered,0.1,mg/L,,Final,,Actual,,,,,,,,,,,,,8171,HACH,Nitrates in Water,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-010:20120910052000:FM:,Field Msr/Obs,Water,,2012-09-10,05:20:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-010,,,,,,,,,,Dissolved oxygen (DO),,8,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
